0,0,0,25.297415564,-124.138676377
0,0,1,25.297415564,-122.984591131
0,0,2,25.297415564,-121.830505885
0,0,3,25.297415564,-120.676420639
0,0,4,25.297415564,-119.522335393
0,0,5,25.297415564,-118.368250147
0,0,6,25.297415564,-117.214164901
0,0,7,25.297415564,-116.060079655
0,0,8,25.297415564,-114.905994409
0,0,9,25.297415564,-113.751909163
0,0,10,25.297415564,-112.597823917
0,0,11,25.297415564,-111.443738671
0,0,12,25.297415564,-110.289653425
0,0,13,25.297415564,-109.135568179
0,0,14,25.297415564,-107.981482933
0,0,15,25.297415564,-106.827397687
0,0,16,25.297415564,-105.673312441
0,0,17,25.297415564,-104.519227195
0,0,18,25.297415564,-103.365141949
0,0,19,25.297415564,-102.211056703
0,0,20,25.297415564,-101.056971457
0,0,21,25.297415564,-99.902886211
0,0,22,25.297415564,-98.748800965
0,0,23,25.297415564,-97.594715719
0,0,24,25.297415564,-96.440630473
0,0,25,25.297415564,-95.286545227
0,0,26,25.297415564,-94.132459981
0,0,27,25.297415564,-92.978374735
0,0,28,25.297415564,-91.824289489
0,0,29,25.297415564,-90.670204243
0,0,30,25.297415564,-89.516118997
0,0,31,25.297415564,-88.362033751
0,0,32,25.297415564,-87.207948505
0,0,33,25.297415564,-86.053863259
0,0,34,25.297415564,-84.899778013
0,0,35,25.297415564,-83.745692767
0,0,36,25.297415564,-82.591607521
116,0,37,25.297415564,-81.437522275
217,0,38,25.297415564,-80.283437029
0,0,39,25.297415564,-79.129351783
0,0,40,25.297415564,-77.975266537
0,0,41,25.297415564,-76.821181291
0,0,42,25.297415564,-75.667096045
0,0,43,25.297415564,-74.513010799
0,0,44,25.297415564,-73.358925553
0,0,45,25.297415564,-72.204840307
0,0,46,25.297415564,-71.050755061
0,0,47,25.297415564,-69.896669815
0,0,48,25.297415564,-68.742584569
0,0,49,25.297415564,-67.588499323
0,1,0,25.783309092,-124.138676377
0,1,1,25.783309092,-122.984591131
0,1,2,25.783309092,-121.830505885
0,1,3,25.783309092,-120.676420639
0,1,4,25.783309092,-119.522335393
0,1,5,25.783309092,-118.368250147
0,1,6,25.783309092,-117.214164901
0,1,7,25.783309092,-116.060079655
0,1,8,25.783309092,-114.905994409
0,1,9,25.783309092,-113.751909163
0,1,10,25.783309092,-112.597823917
0,1,11,25.783309092,-111.443738671
0,1,12,25.783309092,-110.289653425
0,1,13,25.783309092,-109.135568179
0,1,14,25.783309092,-107.981482933
0,1,15,25.783309092,-106.827397687
0,1,16,25.783309092,-105.673312441
0,1,17,25.783309092,-104.519227195
0,1,18,25.783309092,-103.365141949
0,1,19,25.783309092,-102.211056703
0,1,20,25.783309092,-101.056971457
0,1,21,25.783309092,-99.902886211
0,1,22,25.783309092,-98.748800965
52,1,23,25.783309092,-97.594715719
0,1,24,25.783309092,-96.440630473
0,1,25,25.783309092,-95.286545227
0,1,26,25.783309092,-94.132459981
0,1,27,25.783309092,-92.978374735
0,1,28,25.783309092,-91.824289489
0,1,29,25.783309092,-90.670204243
0,1,30,25.783309092,-89.516118997
0,1,31,25.783309092,-88.362033751
0,1,32,25.783309092,-87.207948505
0,1,33,25.783309092,-86.053863259
0,1,34,25.783309092,-84.899778013
